ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,2644.829,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,27.608,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,614.925,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,27.608,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,614.925,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,102.844,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,2483.241,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,102.844,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,2483.241,,,,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,749.85,,,,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,25804.497,,,,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,749.85,,,,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,25804.497,,,,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,610.602,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,39126.49,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,610.602,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,39126.49,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,480.499,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,3694.978,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,480.499,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,3694.978,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,193.798,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,3827.216,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,193.798,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,3827.216,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,108.653,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,1880.466,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,108.653,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,1880.466,,,,Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,833.379,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,22565.971,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,833.379,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,22565.971,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,73.284,,,,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,875.627,,,,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,73.284,,,,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,875.627,,,,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,112.222,,,,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,1275.726,,,,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,112.222,,,,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,1275.726,,,,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,3.06,,,,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,236.068,,,,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,3.06,,,,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,236.068,,,,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,1.807,,,,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,173.248,,,,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,1.807,,,,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,173.248,,,,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,205.142,,,,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,8345.107,,,,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,205.142,,,,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,8345.107,,,,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,1960.231,,,,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,15590.682,,,,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,1960.231,,,,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,15590.682,,,,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,491.393,,,,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,4546.853,,,,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,491.393,,,,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,4546.853,,,,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,2556.748,,,,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,8605.051,,,,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,2556.748,,,,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,8605.051,,,,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,75.381,,,,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,2328.961,,,,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,75.381,,,,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,2328.961,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,77.131,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,923.771,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,77.131,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,923.771,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,743.378,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,17632.665,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,743.378,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,17632.665,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,95.418,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,4657.141,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,95.418,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,4657.141,,,,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2012,348.423,,,,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2012,29595.675,,,,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2012,348.423,,,,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2012,29595.675,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,187.82,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,4104.721,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,187.82,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,4104.721,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,61.605,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,4530.3,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,61.605,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,4530.3,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,195.46,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,2934.934,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,195.46,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,2934.934,,,,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,164.184,,,,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,1524.007,,,,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,164.184,,,,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,1524.007,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,11.337,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,365.078,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,11.337,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,365.078,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,149.606,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,4937.088,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,149.606,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,4937.088,,,,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,68.233,,,,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,2636.283,,,,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,68.233,,,,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,2636.283,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,26.454,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,621.339,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,26.454,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,621.339,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,101.091,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,2456.707,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,101.091,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,2456.707,,,,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,786.43,,,,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,25785.295,,,,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,786.43,,,,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,25785.295,,,,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,571.831,,,,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,39531.358,,,,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,571.831,,,,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,39531.358,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,481.051,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,3513.197,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,481.051,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,3513.197,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,185.97,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,3892.763,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,185.97,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,3892.763,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,111.847,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,1937.774,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,111.847,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,1937.774,,,,Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,799.154,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,22190.535,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,799.154,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,22190.535,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,71.938,,,,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,893.885,,,,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,71.938,,,,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,893.885,,,,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,108.888,,,,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,1292.774,,,,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,108.888,,,,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,1292.774,,,,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,3.681,,,,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,238.714,,,,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,3.681,,,,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,238.714,,,,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2013,2.293,,,,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2013,181.645,,,,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2013,2.293,,,,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2013,181.645,,,,Repository: Eurostat special tabulation
